segment,churn_probability,risk_level,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Relationship_Count
Low Engagement Users,0.18446772,High Risk,1365,34,0.227,4
Low Engagement Users,0.021853164,Low Risk,1058,34,0.0,3
Low Engagement Users,0.017409401,Low Risk,1476,38,0.0,6
Credit Revolvers,0.027829155,Low Risk,1230,36,0.706,6
Low Engagement Users,0.050378263,Low Risk,1581,44,0.146,3
Low Engagement Users,0.12145529,Medium Risk,1534,29,0.262,3
Low Engagement Users,0.15702903,Medium Risk,1612,39,0.075,4
Low Engagement Users,0.027602319,Low Risk,1302,36,0.099,6
Credit Revolvers,0.018242741,Low Risk,1439,40,0.804,3
Credit Revolvers,0.026563492,Low Risk,1724,45,0.309,5
Low Engagement Users,0.14882006,Medium Risk,1784,35,0.202,5
Low Engagement Users,0.16859828,Medium Risk,1156,29,0.044,3
Credit Revolvers,0.20134613,High Risk,2556,49,0.708,6
Low Engagement Users,0.011317008,Low Risk,1590,37,0.0,3
Low Engagement Users,0.016359024,Low Risk,884,19,0.0,1
Credit Revolvers,0.08189635,Medium Risk,973,25,0.766,1
Low Engagement Users,0.015556699,Low Risk,1447,30,0.0,3
Low Engagement Users,0.053820826,Low Risk,1150,26,0.059,5
Low Engagement Users,0.026028134,Low Risk,1193,21,0.039,3
Low Engagement Users,0.016016811,Low Risk,706,21,0.0,3
Low Engagement Users,0.00624763,Low Risk,1257,23,0.0,6
Low Engagement Users,0.009518295,Low Risk,1303,35,0.0,5
Low Engagement Users,0.0056913253,Low Risk,1306,39,0.0,3
Low Engagement Users,0.011360134,Low Risk,748,20,0.0,1
Low Engagement Users,0.122886114,Medium Risk,1774,42,0.053,6
Credit Revolvers,0.14038211,Medium Risk,1209,25,0.381,5
Low Engagement Users,0.027152436,Low Risk,1074,31,0.312,6
Low Engagement Users,0.082601264,Medium Risk,1786,50,0.046,6
Credit Revolvers,0.032357447,Low Risk,1456,36,0.529,4
Low Engagement Users,0.15967527,Medium Risk,1300,25,0.15,5
Credit Revolvers,0.022097038,Low Risk,1470,42,0.428,3
Low Engagement Users,0.015634898,Low Risk,715,25,0.112,2
Low Engagement Users,0.18556742,High Risk,1198,24,0.036,4
Low Engagement Users,0.14585464,Medium Risk,1556,43,0.041,4
Low Engagement Users,0.03531181,Low Risk,1606,30,0.147,5
Credit Revolvers,0.05683611,Low Risk,929,31,0.85,2
Low Engagement Users,0.020027272,Low Risk,1606,54,0.075,6
Credit Revolvers,0.046804756,Low Risk,1199,32,0.517,5
Credit Revolvers,0.08238245,Medium Risk,2400,60,0.72,4
Low Engagement Users,0.03768004,Low Risk,1337,44,0.067,4
Low Engagement Users,0.076249145,Medium Risk,1270,33,0.056,3
Low Engagement Users,0.015819045,Low Risk,654,14,0.0,2
Credit Revolvers,0.05440804,Low Risk,1909,54,0.548,3
Low Engagement Users,0.016580593,Low Risk,922,25,0.0,3
Credit Revolvers,0.022317976,Low Risk,1158,42,0.436,5
Credit Revolvers,0.051675405,Low Risk,1323,26,0.82,6
Low Engagement Users,0.0030612624,Low Risk,1025,35,0.0,4
Low Engagement Users,0.13843732,Medium Risk,1700,35,0.179,5
Low Engagement Users,0.16822517,Medium Risk,1628,51,0.046,6
Low Engagement Users,0.067264296,Medium Risk,1377,32,0.201,5
Low Engagement Users,0.05697598,Low Risk,1517,33,0.039,4
Credit Revolvers,0.16286504,Medium Risk,1528,25,0.523,5
Low Engagement Users,0.029327622,Low Risk,1329,24,0.081,5
Credit Revolvers,0.04140347,Low Risk,1505,33,0.403,4
Low Engagement Users,0.062003534,Low Risk,1172,38,0.171,5
Low Engagement Users,0.21869363,High Risk,1646,39,0.176,3
Credit Revolvers,0.20717892,High Risk,1693,32,0.671,4
Low Engagement Users,0.0068184016,Low Risk,1336,23,0.0,3
Low Engagement Users,0.031420935,Low Risk,1289,19,0.044,5
Low Engagement Users,0.011977311,Low Risk,1416,32,0.079,4
Low Engagement Users,0.039569195,Low Risk,1608,33,0.0,6
Low Engagement Users,0.0075928485,Low Risk,1885,51,0.0,3
Credit Revolvers,0.05428706,Low Risk,1744,53,0.752,3
Low Engagement Users,0.008211371,Low Risk,1922,48,0.194,6
Low Engagement Users,0.021803912,Low Risk,1448,29,0.055,5
Low Engagement Users,0.04832733,Low Risk,1300,36,0.221,6
Credit Revolvers,0.017839437,Low Risk,1366,31,0.657,6
Credit Revolvers,0.14854947,Medium Risk,1439,39,0.476,6
Credit Revolvers,0.024418853,Low Risk,1241,46,0.729,6
Low Engagement Users,0.027376235,Low Risk,1917,33,0.048,3
Low Engagement Users,0.0279655,Low Risk,1391,39,0.179,4
Credit Revolvers,0.04748875,Low Risk,1246,31,0.911,4
Low Engagement Users,0.06620293,Low Risk,1248,27,0.06,5
Credit Revolvers,0.1423527,Medium Risk,1936,44,0.78,3
Credit Revolvers,0.0693634,Medium Risk,2375,63,0.35,3
Credit Revolvers,0.05797067,Low Risk,1238,25,0.636,3
Credit Revolvers,0.08893216,Medium Risk,1626,41,0.632,5
Low Engagement Users,0.054051623,Low Risk,791,22,0.176,3
Low Engagement Users,0.0076677105,Low Risk,1204,28,0.0,5
Low Engagement Users,0.04486818,Low Risk,1300,33,0.093,5
Low Engagement Users,0.08799846,Medium Risk,1612,47,0.24,3
Credit Revolvers,0.11670129,Medium Risk,1071,28,0.698,4
Credit Revolvers,0.048362102,Low Risk,1378,37,0.877,3
Low Engagement Users,0.03747652,Low Risk,1100,29,0.255,6
Low Engagement Users,0.03248045,Low Risk,2052,45,0.226,5
Credit Revolvers,0.20308988,High Risk,1349,33,0.78,3
Low Engagement Users,0.03731992,Low Risk,1215,36,0.048,6
Low Engagement Users,0.06683821,Low Risk,1149,25,0.078,3
Credit Revolvers,0.083156675,Medium Risk,2354,50,0.798,5
Credit Revolvers,0.024967147,Low Risk,2644,40,0.781,6
Low Engagement Users,0.06371016,Low Risk,918,14,0.148,3
Low Engagement Users,0.13694961,Medium Risk,1362,31,0.061,3
Low Engagement Users,0.034912933,Low Risk,1222,37,0.029,6
Low Engagement Users,0.006575574,Low Risk,1364,32,0.0,4
Low Engagement Users,0.11009073,Medium Risk,1463,40,0.12,4
Credit Revolvers,0.08461168,Medium Risk,1631,31,0.651,5
Low Engagement Users,0.23452803,High Risk,1878,55,0.076,4
Low Engagement Users,0.02980884,Low Risk,1489,32,0.169,6
Credit Revolvers,0.07297211,Medium Risk,1437,37,0.514,3
Low Engagement Users,0.044180594,Low Risk,1313,37,0.108,4
Low Engagement Users,0.048685316,Low Risk,1290,38,0.257,4
Low Engagement Users,0.05009408,Low Risk,1975,49,0.204,4
Low Engagement Users,0.014541023,Low Risk,807,22,0.0,1
Low Engagement Users,0.018298969,Low Risk,1438,28,0.202,5
Low Engagement Users,0.049235787,Low Risk,1233,29,0.231,6
Low Engagement Users,0.012439715,Low Risk,709,27,0.0,3
Low Engagement Users,0.05823077,Low Risk,1597,39,0.18,4
Low Engagement Users,0.042503618,Low Risk,1283,28,0.0,6
Low Engagement Users,0.028694289,Low Risk,1101,37,0.197,3
Low Engagement Users,0.022519091,Low Risk,1593,36,0.061,3
Credit Revolvers,0.017715394,Low Risk,1631,46,0.617,6
Credit Revolvers,0.044319104,Low Risk,2194,53,0.458,6
Low Engagement Users,0.03281029,Low Risk,1128,27,0.0,6
Low Engagement Users,0.027695099,Low Risk,1497,35,0.142,6
Low Engagement Users,0.011853405,Low Risk,1385,50,0.0,4
Low Engagement Users,0.09629867,Medium Risk,1449,27,0.0,4
Low Engagement Users,0.013195982,Low Risk,974,28,0.0,3
Low Engagement Users,0.015816921,Low Risk,731,18,0.0,3
Low Engagement Users,0.04092892,Low Risk,1191,37,0.0,4
Low Engagement Users,0.04025767,Low Risk,1421,34,0.075,4
Credit Revolvers,0.28002948,High Risk,1256,35,0.436,4
Low Engagement Users,0.07280116,Medium Risk,1744,50,0.054,4
Credit Revolvers,0.05563401,Low Risk,1766,39,0.374,5
Low Engagement Users,0.014987552,Low Risk,2229,48,0.081,5
Low Engagement Users,0.20550662,High Risk,1773,39,0.051,6
Low Engagement Users,0.018954927,Low Risk,1860,37,0.0,6
Low Engagement Users,0.010887656,Low Risk,1179,27,0.0,3
Low Engagement Users,0.011591619,Low Risk,906,16,0.0,3
Credit Revolvers,0.012614517,Low Risk,2781,54,0.491,6
Credit Revolvers,0.047576398,Low Risk,1650,53,0.719,5
Low Engagement Users,0.032442212,Low Risk,1446,37,0.216,6
Low Engagement Users,0.0394227,Low Risk,1703,48,0.244,6
Low Engagement Users,0.015661413,Low Risk,761,17,0.0,2
Low Engagement Users,0.0070209648,Low Risk,1536,44,0.0,4
Credit Revolvers,0.07954196,Medium Risk,1373,36,0.572,3
Low Engagement Users,0.05335542,Low Risk,1256,29,0.32,5
Low Engagement Users,0.038800236,Low Risk,643,16,0.212,1
Low Engagement Users,0.0151778115,Low Risk,1215,45,0.056,4
Low Engagement Users,0.08049635,Medium Risk,2244,58,0.099,6
Low Engagement Users,0.024354635,Low Risk,1409,36,0.07,4
Credit Revolvers,0.12645416,Medium Risk,1469,23,0.545,4
Low Engagement Users,0.02595681,Low Risk,1847,59,0.155,4
Low Engagement Users,0.030401463,Low Risk,1277,29,0.178,5
Low Engagement Users,0.01588921,Low Risk,1227,24,0.0,6
Low Engagement Users,0.0620311,Low Risk,1336,38,0.214,3
Low Engagement Users,0.04892118,Low Risk,1110,58,0.036,4
Credit Revolvers,0.05934599,Low Risk,1474,26,0.482,6
Credit Revolvers,0.071073435,Medium Risk,1955,44,0.314,4
Low Engagement Users,0.014114921,Low Risk,660,17,0.0,5
Low Engagement Users,0.06579061,Low Risk,888,18,0.0,2
Credit Revolvers,0.1634911,Medium Risk,1785,45,0.393,6
Low Engagement Users,0.020955063,Low Risk,705,14,0.144,1
Credit Revolvers,0.06000244,Low Risk,1211,25,0.666,3
Credit Revolvers,0.03647184,Low Risk,1391,40,0.599,6
Credit Revolvers,0.07297156,Medium Risk,1407,29,0.33,4
Low Engagement Users,0.012885977,Low Risk,1616,50,0.063,5
Credit Revolvers,0.06834909,Medium Risk,1498,43,0.663,6
Credit Revolvers,0.033967856,Low Risk,1536,38,0.258,3
Low Engagement Users,0.026375929,Low Risk,1594,45,0.159,4
Low Engagement Users,0.028978968,Low Risk,1190,30,0.077,6
Low Engagement Users,0.06019691,Low Risk,1248,37,0.185,6
Low Engagement Users,0.021749115,Low Risk,827,21,0.0,3
Low Engagement Users,0.008383208,Low Risk,920,18,0.0,6
Low Engagement Users,0.012244291,Low Risk,1755,54,0.0,6
Low Engagement Users,0.012517543,Low Risk,804,15,0.0,3
Low Engagement Users,0.0043117944,Low Risk,1196,30,0.0,4
Low Engagement Users,0.038686085,Low Risk,850,22,0.251,4
Low Engagement Users,0.01707768,Low Risk,1644,28,0.055,3
Low Engagement Users,0.047327522,Low Risk,1749,50,0.059,6
Credit Revolvers,0.11334452,Medium Risk,2307,45,0.371,3
Low Engagement Users,0.040525634,Low Risk,1757,45,0.275,3
Credit Revolvers,0.15675724,Medium Risk,1826,35,0.506,6
Low Engagement Users,0.013022543,Low Risk,799,17,0.0,2
Credit Revolvers,0.04397605,Low Risk,2121,60,0.448,4
Low Engagement Users,0.004459048,Low Risk,1468,29,0.0,4
Low Engagement Users,0.02861412,Low Risk,1482,46,0.07,3
Low Engagement Users,0.07164428,Medium Risk,1726,37,0.128,4
Low Engagement Users,0.03705011,Low Risk,1806,31,0.051,4
Low Engagement Users,0.021312635,Low Risk,1405,43,0.09,5
Low Engagement Users,0.07078027,Medium Risk,2052,50,0.269,5
Low Engagement Users,0.015558891,Low Risk,1175,34,0.178,6
Low Engagement Users,0.01514319,Low Risk,1786,37,0.333,4
Low Engagement Users,0.048057873,Low Risk,1675,58,0.125,6
Low Engagement Users,0.08708337,Medium Risk,1200,36,0.091,4
Low Engagement Users,0.027183993,Low Risk,1283,37,0.039,4
Credit Revolvers,0.055111032,Low Risk,1937,57,0.53,5
Low Engagement Users,0.08212055,Medium Risk,2033,38,0.135,4
Credit Revolvers,0.028640201,Low Risk,1915,37,0.303,6
Credit Revolvers,0.10528578,Medium Risk,1988,36,0.682,4
Credit Revolvers,0.18634461,High Risk,1648,30,0.456,5
Low Engagement Users,0.030955862,Low Risk,1902,45,0.102,4
Credit Revolvers,0.024927303,Low Risk,1454,35,0.584,3
Low Engagement Users,0.0070345146,Low Risk,838,24,0.0,6
Low Engagement Users,0.016799858,Low Risk,1918,61,0.0,4
Low Engagement Users,0.011166748,Low Risk,837,25,0.0,4
Credit Revolvers,0.050251503,Low Risk,4311,78,0.337,6
Low Engagement Users,0.039569873,Low Risk,1567,33,0.146,3
Low Engagement Users,0.0057672993,Low Risk,1905,39,0.0,4
Low Engagement Users,0.0149625745,Low Risk,1422,26,0.128,5
Low Engagement Users,0.013722636,Low Risk,1680,32,0.0,6
Credit Revolvers,0.029197419,Low Risk,1652,41,0.51,3
Low Engagement Users,0.049128894,Low Risk,1158,26,0.221,5
Credit Revolvers,0.06310411,Low Risk,1797,46,0.819,3
Low Engagement Users,0.045399062,Low Risk,1911,55,0.061,4
Low Engagement Users,0.017113071,Low Risk,1260,27,0.0,6
Low Engagement Users,0.02160904,Low Risk,1489,45,0.217,5
Low Engagement Users,0.18399203,High Risk,1794,31,0.171,3
Low Engagement Users,0.0193631,Low Risk,1510,42,0.183,6
Low Engagement Users,0.08368145,Medium Risk,3231,47,0.046,3
Credit Revolvers,0.11536778,Medium Risk,1274,32,0.543,6
Credit Revolvers,0.02832732,Low Risk,1572,57,0.81,6
Credit Revolvers,0.032546062,Low Risk,1935,41,0.788,6
Low Engagement Users,0.05673532,Low Risk,2187,59,0.079,6
Low Engagement Users,0.027807843,Low Risk,1417,25,0.189,3
Low Engagement Users,0.05042444,Low Risk,1465,31,0.153,4
Low Engagement Users,0.035251427,Low Risk,1570,45,0.202,5
Credit Revolvers,0.02808166,Low Risk,1445,40,0.403,5
Low Engagement Users,0.030660225,Low Risk,694,15,0.213,3
Low Engagement Users,0.028032903,Low Risk,1929,40,0.046,3
Low Engagement Users,0.14476517,Medium Risk,2447,64,0.037,4
Low Engagement Users,0.032200668,Low Risk,1306,31,0.068,5
Low Engagement Users,0.05802957,Low Risk,646,10,0.033,2
Low Engagement Users,0.029970491,Low Risk,1236,35,0.285,6
Credit Revolvers,0.051685534,Low Risk,2513,63,0.271,6
Credit Revolvers,0.016350286,Low Risk,2091,48,0.798,4
Low Engagement Users,0.030934136,Low Risk,854,22,0.112,5
Credit Revolvers,0.02347968,Low Risk,1848,25,0.456,5
Low Engagement Users,0.057825286,Low Risk,949,17,0.261,3
Low Engagement Users,0.036197715,Low Risk,1371,37,0.071,3
Credit Revolvers,0.05732183,Low Risk,1804,49,0.41,6
Credit Revolvers,0.03174378,Low Risk,1605,43,0.712,3
Low Engagement Users,0.02047924,Low Risk,1463,38,0.062,3
Low Engagement Users,0.017113071,Low Risk,1279,41,0.0,6
Low Engagement Users,0.05453293,Low Risk,1470,28,0.35,5
Low Engagement Users,0.003454679,Low Risk,1265,38,0.0,4
Credit Revolvers,0.050938964,Low Risk,2002,60,0.515,5
Low Engagement Users,0.05809602,Low Risk,1475,33,0.073,4
Low Engagement Users,0.014654914,Low Risk,1419,30,0.0,4
Low Engagement Users,0.01608172,Low Risk,1628,37,0.0,5
Credit Revolvers,0.04362556,Low Risk,1337,29,0.593,4
Credit Revolvers,0.02097327,Low Risk,1135,27,0.515,3
Low Engagement Users,0.028951164,Low Risk,1161,26,0.037,3
Low Engagement Users,0.03740315,Low Risk,1571,38,0.203,6
Low Engagement Users,0.027594103,Low Risk,1916,40,0.101,4
Credit Revolvers,0.03231094,Low Risk,1346,30,0.757,5
Low Engagement Users,0.0054167067,Low Risk,805,24,0.0,1
Credit Revolvers,0.035581425,Low Risk,1195,18,0.286,3
Credit Revolvers,0.017348785,Low Risk,1155,34,0.457,6
Low Engagement Users,0.011286025,Low Risk,1431,34,0.0,6
Low Engagement Users,0.040815417,Low Risk,1194,25,0.05,5
Credit Revolvers,0.012633339,Low Risk,1154,33,0.654,3
Credit Revolvers,0.027017027,Low Risk,1232,34,0.371,6
Credit Revolvers,0.026414426,Low Risk,1269,30,0.692,3
Low Engagement Users,0.06713087,Low Risk,1742,35,0.0,3
Low Engagement Users,0.093935624,Medium Risk,1379,26,0.122,6
Credit Revolvers,0.018692736,Low Risk,1870,35,0.345,5
Low Engagement Users,0.06377476,Low Risk,1207,32,0.051,4
Credit Revolvers,0.05453293,Low Risk,781,15,0.825,3
Low Engagement Users,0.0632827,Low Risk,1773,38,0.1,6
Low Engagement Users,0.039904602,Low Risk,864,20,0.206,4
Low Engagement Users,0.12987079,Medium Risk,1559,39,0.056,6
Credit Revolvers,0.060016204,Low Risk,1830,64,0.976,5
Low Engagement Users,0.05517492,Low Risk,1542,43,0.17,6
Low Engagement Users,0.0036917427,Low Risk,1506,47,0.0,4
Low Engagement Users,0.0027937016,Low Risk,1175,41,0.0,6
Credit Revolvers,0.15744339,Medium Risk,1383,20,0.347,3
Low Engagement Users,0.28373277,High Risk,1837,57,0.292,3
Low Engagement Users,0.04419296,Low Risk,1191,40,0.139,3
Low Engagement Users,0.02755919,Low Risk,1793,53,0.0,3
Low Engagement Users,0.051155906,Low Risk,1560,49,0.109,5
Low Engagement Users,0.04321327,Low Risk,1564,59,0.278,4
Low Engagement Users,0.18424262,High Risk,1843,38,0.227,3
Low Engagement Users,0.047550466,Low Risk,2165,61,0.127,3
Credit Revolvers,0.020530885,Low Risk,1631,41,0.324,4
Credit Revolvers,0.0117967995,Low Risk,1265,32,0.745,5
Credit Revolvers,0.03247364,Low Risk,1455,35,0.402,4
Low Engagement Users,0.11999623,Medium Risk,1137,27,0.226,5
Low Engagement Users,0.05333123,Low Risk,1367,35,0.069,6
Low Engagement Users,0.033619728,Low Risk,1292,26,0.142,6
Low Engagement Users,0.026563492,Low Risk,1682,46,0.259,5
Credit Revolvers,0.03740315,Low Risk,1598,39,0.397,6
Credit Revolvers,0.050999507,Low Risk,1555,39,0.657,4
Low Engagement Users,0.019498397,Low Risk,2409,36,0.045,4
Low Engagement Users,0.057853326,Low Risk,1770,65,0.045,4
Low Engagement Users,0.054443717,Low Risk,1526,45,0.177,3
Low Engagement Users,0.012918576,Low Risk,891,28,0.0,2
Credit Revolvers,0.038763218,Low Risk,1756,42,0.611,4
Low Engagement Users,0.17863704,Medium Risk,1241,22,0.246,6
Low Engagement Users,0.048775006,Low Risk,1681,43,0.101,4
Low Engagement Users,0.06546881,Low Risk,1224,32,0.227,4
Low Engagement Users,0.056521293,Low Risk,1572,38,0.284,6
Low Engagement Users,0.06371016,Low Risk,1566,50,0.092,6
Low Engagement Users,0.021871304,Low Risk,1579,40,0.027,5
Credit Revolvers,0.021970743,Low Risk,1334,31,0.632,6
Low Engagement Users,0.05351577,Low Risk,1230,34,0.053,4
Low Engagement Users,0.015128597,Low Risk,767,25,0.0,5
Low Engagement Users,0.008779914,Low Risk,724,16,0.0,3
Low Engagement Users,0.06256718,Low Risk,1638,49,0.059,4
Low Engagement Users,0.023228077,Low Risk,1349,47,0.0,3
Low Engagement Users,0.1758784,Medium Risk,1751,48,0.029,4
Low Engagement Users,0.030421555,Low Risk,1414,40,0.268,3
Credit Revolvers,0.04375401,Low Risk,1260,32,0.578,5
Low Engagement Users,0.040546518,Low Risk,965,27,0.051,6
Low Engagement Users,0.032159723,Low Risk,1121,25,0.086,5
Low Engagement Users,0.05865305,Low Risk,1411,28,0.087,5
Low Engagement Users,0.035708174,Low Risk,1602,49,0.318,4
Low Engagement Users,0.020859946,Low Risk,1617,47,0.123,5
Low Engagement Users,0.026251795,Low Risk,1244,36,0.056,4
Credit Revolvers,0.033169255,Low Risk,1263,29,0.803,4
Credit Revolvers,0.023495471,Low Risk,1036,25,0.594,5
Low Engagement Users,0.027580384,Low Risk,1217,39,0.0,4
Low Engagement Users,0.02761544,Low Risk,1556,35,0.071,4
Credit Revolvers,0.07297211,Medium Risk,2005,62,0.684,6
Low Engagement Users,0.047962174,Low Risk,1698,67,0.019,3
Low Engagement Users,0.079699904,Medium Risk,2041,45,0.19,5
Low Engagement Users,0.046399627,Low Risk,1102,31,0.059,4
Credit Revolvers,0.1220308,Medium Risk,1346,30,0.722,3
Low Engagement Users,0.035744824,Low Risk,1511,35,0.078,5
Credit Revolvers,0.15018491,Medium Risk,1761,42,0.77,3
Credit Revolvers,0.037427794,Low Risk,2117,61,0.291,4
Credit Revolvers,0.031936985,Low Risk,596,15,0.548,2
Credit Revolvers,0.053187568,Low Risk,2560,46,0.73,5
Low Engagement Users,0.04552351,Low Risk,1409,39,0.032,3
Credit Revolvers,0.052197218,Low Risk,1759,33,0.524,4
Low Engagement Users,0.019102827,Low Risk,1886,66,0.0,6
Low Engagement Users,0.049392775,Low Risk,915,29,0.0,2
Low Engagement Users,0.04486818,Low Risk,1343,41,0.05,6
Low Engagement Users,0.048599713,Low Risk,1870,56,0.115,3
Credit Revolvers,0.2146703,High Risk,1557,25,0.81,4
Credit Revolvers,0.03864741,Low Risk,1824,49,0.511,6
Low Engagement Users,0.011595153,Low Risk,1294,26,0.306,5
Credit Revolvers,0.059987206,Low Risk,1545,31,0.473,3
Low Engagement Users,0.011685005,Low Risk,820,25,0.0,6
Credit Revolvers,0.025263112,Low Risk,1675,47,0.294,4
Credit Revolvers,0.05917143,Low Risk,1678,37,0.393,6
Low Engagement Users,0.028728358,Low Risk,2117,48,0.099,6
Low Engagement Users,0.056831103,Low Risk,1721,56,0.054,5
Low Engagement Users,0.03046263,Low Risk,1267,23,0.055,3
Low Engagement Users,0.18320718,High Risk,1562,33,0.104,6
Low Engagement Users,0.01595856,Low Risk,1193,35,0.096,3
Low Engagement Users,0.031333692,Low Risk,1254,34,0.048,4
Low Engagement Users,0.02480007,Low Risk,1731,32,0.134,6
Low Engagement Users,0.039895512,Low Risk,1099,39,0.219,5
Low Engagement Users,0.008721944,Low Risk,747,19,0.0,2
Low Engagement Users,0.023733303,Low Risk,1352,35,0.0,6
Credit Revolvers,0.033118,Low Risk,1770,47,0.709,4
Low Engagement Users,0.026722183,Low Risk,1812,50,0.0,5
Credit Revolvers,0.04174938,Low Risk,1673,58,0.621,3
Credit Revolvers,0.04371996,Low Risk,2167,65,0.719,4
Credit Revolvers,0.04566986,Low Risk,2369,56,0.412,6
Low Engagement Users,0.14728981,Medium Risk,1582,47,0.082,5
Credit Revolvers,0.055242848,Low Risk,1800,33,0.553,6
Low Engagement Users,0.013943662,Low Risk,1567,44,0.0,5
Low Engagement Users,0.011854567,Low Risk,647,19,0.0,3
Low Engagement Users,0.026036901,Low Risk,1447,39,0.112,3
Credit Revolvers,0.021967402,Low Risk,1145,37,0.428,6
Low Engagement Users,0.005237825,Low Risk,3280,78,0.0,3
Credit Revolvers,0.06259927,Low Risk,1577,35,0.465,4
Low Engagement Users,0.081611864,Medium Risk,1140,25,0.2,5
Credit Revolvers,0.14017,Medium Risk,1736,40,0.53,6
Low Engagement Users,0.10642008,Medium Risk,1436,36,0.103,6
Low Engagement Users,0.0293555,Low Risk,1513,38,0.051,5
Credit Revolvers,0.054698482,Low Risk,2505,69,0.707,6
Low Engagement Users,0.04894909,Low Risk,1723,51,0.166,4
Credit Revolvers,0.02501629,Low Risk,1695,48,0.859,6
